sentiment,content
0,fatdaddysweet yay busy good
0,pretty damn good friday night
1,epiphanygirl upset not get ticket time fav artist one venue
1,everyone leave go bed
1,supergirlnancy sorry code post site
0,rain rain rain go away come back next week go via gigglingmarlin raining lie crazy key
1,senior video mustang update go to cry
1,miss city leavepriciness pollution panhandler
1,bright note still work friday work people problem oh man eat pizza tonight hoorah
1,two page assignment weekend go chance relaxation
1,mpvt another david hughe list hurt davidahughe ftw
0,almost do first day spai miss place head fort collin close casa de kent
1,queenbmakeup can not add myspace girly ask last name email
1,late last night oracle
0,lexymez thank much alex good wish day
1,donniewahlberg not feel inspire todayi suppose bham concert tonight
0,school arrange design blog friend think look good
0,oakmonster hear ya
0,gilamuffin sound like good time nice see play rio aladdin see live time
1,miss baltigirl97 go whoolllleeee weekend boo hoo
0,happy mother day mommy
0,ocell great hear see slumdog millionaire yes bollywood thing end
1,not mind long line super cutie front bad wear gay bracelet girl name
1,askegg sorry andrew wish something could
0,rupert_grint dog thingy adorable golden retriever would awesome husky x
1,amillerwvu go mad get send office sub class really bad hear sorry
1,sf feel way intense tonight hope not keep upset not hang fascinated pearl
0,discostarchild hahaha n u
1,big sugar yet another 90s bandwagon late get next sampd bnl reunite kind like odd
1,andremichelle mr tonematrix birthday today poor guy ill home perhaps hi twittersphere would good
1,hmmm realizedi not bday cake birthdayboo hoo
1,champion1510 yeah neither huntsville would quit job one job
0,like smell roast oven mmmmmm must dip sakata tide till roast cook
0,happy star war day may 4th brilliant
1,kateisbore feel way guess no matter always meme
1,edit video van little hungry depressed not see yet
1,last day ko olina north shoreee
0,thank feedback everyone
0,watch supernatural exciting
0,darealsunisakim ding tai fung sydney aswell make want dumpling
1,jferlee not see last night oh well watch theater must
1,tahninial call cheeseburglar make sad
1,watch army wife always make cry
0,brianiwama amen brotha
0,dayv79 haha play
0,stephanie_hall no gutte not lmao think obsess bahaha
1,wita still think unfair infamous not pc
1,get attic w sadie art work include good time break head phone bad time still happy buy attic
1,shower time
0,corrina2008 bitch miss
0,thequietone35 go well andrea
1,really annoy work appear block facebook
0,marcooth great obviously check twitter often know important stuff go
1,no pool today stupid weather
1,really sick tired bodys resisting rest
1,go bed pain fall shoulder today good night
0,i_dulay swear take hour get bel air alabang yes love reminisce hk trip amp cdeocampo
1,traceyhewin tired may go bed trouble miss american evening friend x
1,minute never class kinda sad cause class fun
1,chrisdjmoyle justice leave dj talent vote n
0,zapato trashcan nachos epic night
1,can not find trusty hair tie hair spill place runmom band not work menormal one hurt
1,change hairstylebut not good suppose n not wealth much money hate hairdresser
0,m3nny5 iye nehkurang tidur kayaknya pulang pagian deh hari ini tidur langsunghaha thank
1,gah buddy k must hang person right miss along parker mcphee
1,bore sunny monday no school tired lazy hungry yeah great mood
0,please check lmk think first paysite post site
0,new slipper piggys cute warm
1,abbyro good good sche sadly
1,sleepy early not get see matt
0,happy mother day
1,lt3 rupert grintamp boy accept tht fancy certain not feel not worth tell
1,new guitar hero metallica guitar already break fail
1,feel kind not well right
0,michaellington hahaha make laugh
1,angiebeyince damn no dublin
0,demiswissfan yer hope competition not end post video lol really good singer enter
0,mombloggersclub good morning
0,deauxboi lolhe cool shoooooot
0,najiahyahya yeay haha thank much jiah
0,edstetzer follower congrat
1,seattlewillow well work leah might something embry
1,hey guy sun make day gloomy
0,andyclemmensen see game website awesomness go msn
1,feel sick
1,risk sound like whiny child get to sayi wanna go hoooooooooooomeeeee ugh
1,sick math
0,myapplestuff oh cute uniteddogscom poppy
1,enjoy sun heavy heart no depeche weekend no spending time man love double gutted
1,sit outside cold ocean glass wine
1,jazzyladee1908 try pretty hard engage everyone follow lack interesting shit say end unfollowed
0,reagan con accord quiz
0,make bomb blow mouthjust make good fing dinner
0,early load sun hurrah
0,finally home night dinner drink friend go sleep hop bed not spin much
1,ahhhh no pic
0,want die want take life forever try get duet
1,sweeetnspicy hiii ipodi can not fall asleep
1,friend san pablo right drink laugh swimming iim huhuhu
0,search ryan carera amp josh kelley really good
0,ten min stimulate biz sale good customer service awards breast cancer camp koozie product variety
0,cassiewho haha no problem fun not
1,nice day like make miss alki
0,valerie2776 quite peacock oceanographer choice new favorite play
1,go miss springwatch tonight go make garden
1,can not beat time low soooooo want go metro station cheap shot will not able break bone
1,dutchreaganite roflmao feel inspire go start huge bonfire
1,get thinkin weird wout dog
0,way wimbledon sweezle watch star trek imax baby
0,goodness go single shit go crazy haha fuck like single much wantholla
0,b_wright thank quotreturn mackquot jam
0,kayleelovexx love panty
1,really miss photofiltre photoscape gimp damn confusing
0,alone weekend
1,sun not cool
1,computer work not workingbooo need new one tgif
1,brett fedex pizza cancel nyc trip later summer
1,boredneed friend
1,sad go show mcfly fan
0,wethetravis hope happen tomorrow ill provide dad get well take
1,twitter fail life sometimes oh well
1,watch scrub season oh go to miss show
1,share miss niece nephew
0,lees net op twitter dat het happy star war day quotmay 4th youquot sjeez wat slecht
0,live long prosper
1,miss feb 23rd good night whole entire fucking life rather relive night win 1million
1,not favorite spotter last tweet go phone
1,come home sister spend night
0,fight club 10th anniversary reenacting nice tattoo
0,ryanseacrest god day xx
0,birthday girl house tweet tweet suckas
1,need friend right feel like mmmm sosad
0,jonasbrother omj love itit good laugh frankie great job guy agne
1,break bottle probably focus work instead thinking songgoeswrong
1,get home school wake friend father tired
0,leave work go crystal search license pick bia head vegas ugh tired already
0,glorianatheband hey guy see st louis love would ever play ct meet outside u nice
1,hungry
1,happy mother day mm mum hope lovely day mamam
1,rafealanthem shoutz deejayscheme mix site go to b nervvoouuss
1,cab slow probably miss first beer
1,wendica check not win
0,andrew1913 theme tune robin batman
1,wtf little year old wanna thug ugh can not everyone friend not clique like back old day
0,get bouquet flower mom hehehe sweet
0,amyqcoocachoo thank yyyyyyyyyoooooooooouuuuu
0,get night great mood
1,sallyorourke mean portfolio sad no luck apply place far
1,pour outside clean locker bookbag heavy back arm kill
1,past already spoil rotton
0,rjramos cool
0,terrilpn thank terri excited pick parker monday hope get along david pixiebob
1,reaaally need
1,redstarfuture awww no not ugly
1,get fight pavement think win poor little knee
1,ayebloodyright no mean 2moz workin baker later pub
1,enjoy happiness special day another day make good one life
1,fab break
1,limeice way home dood not think crappy vodafone gprs handle yaymencom
0,first star trek anything really entertaining see harold fly enterprise white castle
0,proudly watch film
0,get jojo free free drink mom kind night
1,carsxcollide no fall eff arm today back drive
0,school everyone first classs day day
0,south style exhibition less week member fresh gallery otara
1,dang ldbf not give follow friday shoot
1,no one go see tiesto
0,sunnyphoenix like no1 n tha dj comp hella wack no gud djs get free gud
0,usher guy make mother day really awesome today thank come early prep surprise gift mom
1,sharlynnx aww thank xx
1,feel sorry male singer never go to great zac hanson pooorr fellas
0,sierrasnowboard week delivery oz awesome product awesome price parcel today make day
1,harry bake love cassie not online
0,family guy rerun food good phone conversation ah saturday
1,loryanyumul miss go to irvine liz reminisce adventure
1,zackintoy sadly not hopeful american doll posse blah vacant dynamic
0,primaveron need would make picture much cool mine bottle green eeyeathooo
0,woo hoo sun outside might able get sunset shot tonight finger cross
1,jayresc n u can not change profile backgroud neither
0,come kirk hook wii wifiyou eeet
0,great dayrode beach cruiser town see culver city antique car show find next bike
0,play munchkin today talk cake get ready yard sale tomorrow not look forward
1,today day leakycon awesome number wish not far away
1,damn miss bf
1,morrgaan oh no week bad one everyone love amp pretty face amp go fantastic concert tonight
0,happy mother day mom
1,bad week thing really happen three
1,work late house love company want summer evening people
1,guess bedtime goodnight twitter bed big empty without
0,cause effect currently love hey monday thank lot alexrellosa
0,coffee hand laminate floor lay footy watch play live dream
0,divadivachrissy lol wat u make come da way overr forv
0,fun tonight make pillow fight skin wish could stay
1,chrisef try day not give use
1,bluecat7 absolutely truthe horror still wash ovr sometimes think abt actual last day gd memory go
0,eashmore like real time guy ha gnight amp happy birthday kid
1,1jaredpadalecki season sorry notice ur previous update sis not go to happy
1,jimmyheartcore awwwww snaaaap jimmaaayy man hookup bad far away
1,attempt sync facebook twitter seem fail
0,tiffaniallen happy get hair can not wait til get back see leave today
0,soapylove congrat invisalign need get refit mine get lazy stop wear
